customer_id,signup_date,segment,region
CUST-00698,2022-12-07,consumer,East
CUST-00699,2022-11-04,consumer,Central
CUST-00700,2020-07-04,smb,West
CUST-00701,2024-09-12,consumer,Central
CUST-00702,2022-05-05,consumer,East
CUST-00703,2022-09-01,smb,South
CUST-00704,2019-07-20,consumer,East
CUST-00705,2024-09-10,consumer,Central
CUST-00706,2024-07-10,enterprise,North
CUST-00707,2020-09-27,consumer,West
CUST-00708,2020-02-26,consumer,West
CUST-00709,2019-05-17,consumer,West
CUST-00710,2020-05-28,consumer,West
CUST-00711,2024-11-27,consumer,West
CUST-00712,2022-05-16,consumer,Central
CUST-00713,2024-05-15,enterprise,North
CUST-00714,2023-01-16,smb,East
CUST-00715,2023-12-10,consumer,West
CUST-00716,2021-07-13,consumer,East
CUST-00717,2019-02-06,enterprise,South
CUST-00718,2022-02-11,consumer,West
CUST-00719,2022-12-08,enterprise,North
CUST-00720,2020-01-09,enterprise,Central
CUST-00721,2022-02-26,smb,West
CUST-00722,2024-04-08,smb,South
CUST-00723,2021-12-21,smb,West
CUST-00724,2024-11-21,consumer,South
CUST-00725,2022-01-19,consumer,North
CUST-00726,2020-02-24,consumer,East
CUST-00727,2019-02-14,consumer,West
CUST-00728,2020-01-07,enterprise,South
CUST-00729,2022-07-18,enterprise,North
CUST-00730,2022-03-31,smb,West
CUST-00731,2021-06-18,enterprise,South
CUST-00732,2024-02-16,consumer,East
CUST-00733,2020-05-16,smb,South
CUST-00734,2020-10-28,consumer,West
CUST-00735,2022-06-09,consumer,Central
CUST-00736,2023-04-27,smb,Central
CUST-00737,2021-10-22,consumer,Central
CUST-00738,2020-11-08,smb,East
CUST-00739,2023-06-15,enterprise,Central
CUST-00740,2021-09-23,consumer,West
CUST-00741,2020-03-24,smb,North
CUST-00742,2024-05-01,enterprise,Central
CUST-00743,2020-07-20,smb,East
CUST-00744,2021-01-18,consumer,South
CUST-00745,2021-10-06,consumer,West
CUST-00746,2022-12-08,consumer,North
CUST-00747,2023-06-12,consumer,East
CUST-00748,2023-06-16,consumer,East
CUST-00749,2021-11-29,enterprise,South
CUST-00750,2024-11-15,consumer,Central
CUST-00751,2021-05-30,consumer,North
CUST-00752,2024-04-09,consumer,East
CUST-00753,2019-12-15,smb,North
CUST-00754,2023-11-28,consumer,East
CUST-00755,2022-08-17,enterprise,East
CUST-00756,2019-04-06,smb,South
CUST-00757,2020-01-31,consumer,West
CUST-00758,2019-09-07,enterprise,South
CUST-00759,2024-09-29,consumer,Central
CUST-00760,2019-01-20,consumer,East
CUST-00761,2019-04-01,consumer,North
CUST-00762,2020-06-17,consumer,South
CUST-00763,2024-02-20,enterprise,North
CUST-00764,2021-05-30,consumer,East
CUST-00765,2019-11-15,consumer,South
CUST-00766,2021-11-10,consumer,East
CUST-00767,2021-01-13,consumer,North
CUST-00768,2022-07-02,consumer,West
CUST-00769,2021-07-28,smb,Central
CUST-00770,2021-08-18,enterprise,West
CUST-00771,2023-06-28,consumer,West
CUST-00772,2019-03-15,consumer,South
CUST-00773,2022-12-11,consumer,West
CUST-00774,2021-08-20,consumer,East
CUST-00775,2019-10-24,consumer,West
CUST-00776,2021-08-17,consumer,North
CUST-00777,2023-05-03,consumer,East
CUST-00778,2022-09-17,consumer,South
CUST-00779,2020-10-26,smb,South
CUST-00780,2021-05-01,smb,East
CUST-00781,2023-02-25,consumer,East
CUST-00782,2019-12-04,consumer,West
CUST-00783,2023-08-03,consumer,East
CUST-00784,2019-04-25,consumer,Central
CUST-00785,2019-06-17,consumer,West
CUST-00786,2019-02-01,consumer,West
CUST-00787,2023-02-28,consumer,West
CUST-00788,2024-08-07,consumer,West
CUST-00789,2024-05-16,consumer,Central
CUST-00790,2024-05-11,smb,West
CUST-00791,2020-08-11,consumer,East
CUST-00792,2020-12-18,smb,North
CUST-00793,2019-12-16,consumer,Central
CUST-00794,2022-10-23,smb,South
CUST-00795,2020-10-21,enterprise,West
CUST-00796,2020-12-20,enterprise,North
CUST-00797,2021-01-18,smb,South
CUST-00798,2023-03-28,consumer,Central
CUST-00799,2019-06-10,consumer,West
CUST-00800,2020-12-24,enterprise,Central
CUST-00801,2020-10-04,consumer,Central
CUST-00802,2022-11-11,consumer,West
CUST-00803,2022-08-11,smb,East
CUST-00804,2019-05-02,consumer,North
CUST-00805,2024-12-13,smb,West
CUST-00806,2023-05-23,consumer,South
CUST-00807,2022-12-15,smb,Central
CUST-00808,2021-09-07,smb,South
CUST-00809,2024-02-18,consumer,Central
CUST-00810,2019-04-18,consumer,East
CUST-00811,2022-12-28,smb,Central
CUST-00812,2023-01-02,consumer,South
CUST-00813,2019-06-28,smb,Central
CUST-00814,2022-03-04,smb,East
CUST-00815,2021-01-29,consumer,North
CUST-00816,2022-04-15,enterprise,South
CUST-00817,2022-01-08,consumer,North
CUST-00818,2024-08-22,consumer,Central
CUST-00819,2022-07-31,enterprise,Central
CUST-00820,2021-09-28,consumer,North
CUST-00821,2019-11-12,smb,Central
CUST-00822,2020-11-28,consumer,Central
CUST-00823,2021-11-15,consumer,West
CUST-00824,2019-10-10,consumer,North
CUST-00825,2023-04-10,consumer,Central
CUST-00826,2023-08-15,consumer,West
CUST-00827,2023-10-12,consumer,North
CUST-00828,2021-11-10,smb,West
CUST-00829,2021-06-05,consumer,East
CUST-00830,2021-06-12,consumer,West
CUST-00831,2024-09-16,enterprise,West
CUST-00832,2019-02-20,consumer,East
CUST-00833,2022-12-19,smb,East
CUST-00834,2021-10-27,consumer,South
CUST-00835,2024-06-09,smb,South
CUST-00836,2023-05-28,consumer,North
CUST-00837,2020-11-21,consumer,North
CUST-00838,2022-02-25,consumer,East
CUST-00839,2022-04-18,consumer,South
CUST-00840,2022-01-12,consumer,North
CUST-00841,2021-01-23,consumer,South
CUST-00842,2021-08-18,smb,Central
CUST-00843,2021-08-23,consumer,North
CUST-00844,2022-04-05,consumer,North
CUST-00845,2024-09-12,consumer,South
CUST-00846,2022-10-13,consumer,South
CUST-00847,2020-05-03,consumer,North
CUST-00848,2020-02-04,smb,West
CUST-00849,2021-07-18,smb,South
CUST-00850,2023-04-13,smb,Central
CUST-00851,2022-07-04,consumer,North
CUST-00852,2019-01-03,consumer,South
CUST-00853,2020-12-04,consumer,East
CUST-00854,2019-07-05,smb,West
CUST-00855,2023-09-06,consumer,South
CUST-00856,2023-04-15,consumer,South
CUST-00857,2021-04-15,consumer,North
CUST-00858,2023-09-02,smb,East
CUST-00859,2022-02-04,consumer,West
CUST-00860,2019-10-27,consumer,South
CUST-00861,2023-02-22,smb,Central
CUST-00862,2022-05-01,consumer,Central
CUST-00863,2019-01-08,consumer,North
CUST-00864,2021-12-11,consumer,Central
CUST-00865,2019-05-26,consumer,East
CUST-00866,2022-08-18,enterprise,North
CUST-00867,2022-01-19,enterprise,North
CUST-00868,2021-08-09,smb,West
CUST-00869,2020-09-21,smb,North
CUST-00870,2022-02-09,consumer,South
CUST-00871,2024-01-26,consumer,Central
CUST-00872,2023-07-20,consumer,South
CUST-00873,2020-04-17,consumer,South
CUST-00874,2021-06-03,smb,East
CUST-00875,2024-05-25,consumer,Central
CUST-00876,2023-10-14,smb,East
CUST-00877,2023-03-13,consumer,South
CUST-00878,2020-01-03,smb,North
CUST-00879,2020-06-22,consumer,West
CUST-00880,2019-12-15,consumer,Central
CUST-00881,2021-07-01,consumer,North
CUST-00882,2023-02-09,enterprise,East
CUST-00883,2019-03-20,smb,Central
CUST-00884,2019-11-09,enterprise,East
CUST-00885,2022-04-20,smb,West
CUST-00886,2024-12-30,smb,South
CUST-00887,2022-11-03,smb,East
CUST-00888,2021-08-06,consumer,North
CUST-00889,2024-12-25,consumer,West
CUST-00890,2020-05-20,consumer,East
CUST-00891,2019-09-08,smb,East
CUST-00892,2021-03-03,consumer,East
CUST-00893,2022-05-08,smb,East
CUST-00894,2022-10-09,consumer,Central
CUST-00895,2020-02-17,consumer,South
CUST-00896,2019-11-28,smb,West
CUST-00897,2024-07-08,smb,South
CUST-00898,2020-01-23,smb,Central
CUST-00899,2019-05-07,smb,East
CUST-00900,2023-10-24,smb,North
CUST-00901,2020-07-07,smb,West
CUST-00902,2022-09-12,smb,East
CUST-00903,2020-04-25,smb,West
CUST-00904,2022-04-07,enterprise,Central
CUST-00905,2021-10-10,consumer,South
CUST-00906,2023-08-22,consumer,East
CUST-00907,2024-12-08,smb,West
CUST-00908,2023-10-21,consumer,Central
CUST-00909,2019-10-24,consumer,South
CUST-00910,2022-01-21,consumer,East
CUST-00911,2021-07-22,consumer,North
CUST-00912,2023-12-23,smb,West
CUST-00913,2020-12-16,consumer,West
CUST-00914,2024-11-09,consumer,South
CUST-00915,2022-12-22,consumer,East
CUST-00916,2024-07-26,enterprise,South
CUST-00917,2020-12-13,consumer,West
CUST-00918,2024-04-09,enterprise,South
CUST-00919,2021-08-26,consumer,East
CUST-00920,2023-02-12,consumer,Central
CUST-00921,2022-03-28,consumer,North
CUST-00922,2024-05-28,consumer,North
CUST-00923,2023-02-05,consumer,West
CUST-00924,2019-01-21,enterprise,West
CUST-00925,2023-06-12,smb,West
CUST-00926,2023-04-17,consumer,North
CUST-00927,2021-04-29,smb,East
CUST-00928,2021-09-03,smb,South
CUST-00929,2023-06-02,consumer,East
CUST-00930,2022-10-25,enterprise,Central
CUST-00931,2020-03-16,smb,Central
CUST-00932,2022-03-22,smb,Central
CUST-00933,2021-02-02,smb,North
CUST-00934,2022-11-10,consumer,Central
CUST-00935,2021-08-21,consumer,East
CUST-00936,2021-12-27,smb,South
CUST-00937,2023-01-20,consumer,East
CUST-00938,2024-05-25,smb,South
CUST-00939,2022-03-27,consumer,West
CUST-00940,2023-07-18,enterprise,Central
CUST-00941,2021-11-28,consumer,East
CUST-00942,2023-11-15,smb,West
CUST-00943,2021-08-05,smb,South
CUST-00944,2020-07-08,consumer,North
CUST-00945,2020-05-05,enterprise,Central
CUST-00946,2019-06-28,smb,West
CUST-00947,2024-07-25,consumer,Central
CUST-00948,2023-01-12,smb,East
CUST-00949,2023-03-16,enterprise,West
CUST-00950,2020-02-23,consumer,South
CUST-00951,2020-02-23,smb,East
CUST-00952,2023-12-04,consumer,South
CUST-00953,2022-07-31,consumer,Central
CUST-00954,2024-11-18,enterprise,South
CUST-00955,2024-03-04,enterprise,Central
CUST-00956,2021-06-08,consumer,West
CUST-00957,2022-10-31,consumer,Central
CUST-00958,2023-05-03,enterprise,North
CUST-00959,2019-11-07,consumer,South
CUST-00960,2022-03-15,smb,North
CUST-00961,2019-02-21,consumer,South
CUST-00962,2023-09-19,consumer,East
CUST-00963,2022-02-17,smb,South
CUST-00964,2020-05-15,smb,East
CUST-00965,2021-11-18,smb,East
CUST-00966,2024-01-02,consumer,North
CUST-00967,2020-06-30,consumer,East
CUST-00968,2024-11-03,consumer,Central
CUST-00969,2023-06-23,smb,Central
CUST-00970,2023-10-21,smb,Central
CUST-00971,2020-06-07,consumer,Central
CUST-00972,2020-10-11,smb,South
CUST-00973,2019-09-02,consumer,South
CUST-00974,2023-06-14,smb,East
CUST-00975,2022-12-16,consumer,West
CUST-00976,2024-01-18,enterprise,West
CUST-00977,2022-08-22,consumer,West
CUST-00978,2022-08-18,smb,Central
CUST-00979,2024-09-07,smb,South
CUST-00980,2023-07-11,consumer,East
CUST-00981,2019-08-24,smb,Central
CUST-00982,2020-06-14,consumer,West
CUST-00983,2020-06-09,consumer,East
CUST-00984,2021-12-12,consumer,North
CUST-00985,2022-02-13,enterprise,North
CUST-00986,2022-04-01,smb,East
CUST-00987,2019-07-27,consumer,West
CUST-00988,2019-05-21,consumer,Central
CUST-00989,2024-06-08,consumer,West
CUST-00990,2024-02-27,smb,Central
CUST-00991,2023-12-12,consumer,East
CUST-00992,2024-10-30,smb,North
CUST-00993,2019-12-17,consumer,South
CUST-00994,2020-09-26,consumer,North
CUST-00995,2024-06-25,consumer,Central
CUST-00996,2021-06-01,consumer,North
CUST-00997,2024-02-07,smb,West
CUST-00998,2023-08-23,consumer,South
CUST-00999,2021-02-10,consumer,West
CUST-01000,2023-05-08,consumer,North
CUST-01001,2023-10-24,smb,North
CUST-01002,2021-07-20,consumer,East
CUST-01003,2022-05-24,enterprise,Central
CUST-01004,2021-03-21,smb,Central
CUST-01005,2020-08-06,consumer,South
CUST-01006,2019-02-20,consumer,North
CUST-01007,2019-11-26,consumer,Central
CUST-01008,2022-03-13,consumer,East
CUST-01009,2019-06-24,consumer,South
CUST-01010,2021-01-28,consumer,Central
CUST-01011,2021-07-11,smb,Central
CUST-01012,2020-11-02,smb,West
CUST-01013,2022-06-28,consumer,South
CUST-01014,2024-10-11,smb,East
CUST-01015,2022-08-06,consumer,Central
CUST-01016,2022-05-04,enterprise,West
CUST-01017,2024-01-31,consumer,North
CUST-01018,2021-10-22,smb,North
CUST-01019,2023-11-18,smb,North
CUST-01020,2022-04-03,enterprise,Central
CUST-01021,2023-01-03,consumer,West
CUST-01022,2021-05-05,smb,South
CUST-01023,2019-03-09,consumer,South
CUST-01024,2021-01-25,consumer,North
CUST-01025,2019-01-16,enterprise,North
CUST-01026,2023-08-30,consumer,South
CUST-01027,2019-11-28,consumer,North
CUST-01028,2023-08-27,enterprise,South
CUST-01029,2020-12-12,smb,West
CUST-01030,2024-07-16,smb,North
CUST-01031,2023-02-09,consumer,Central
CUST-01032,2022-06-08,consumer,Central
CUST-01033,2020-01-13,consumer,West
CUST-01034,2019-09-28,consumer,South
CUST-01035,2022-08-28,consumer,South
CUST-01036,2023-09-28,consumer,South
CUST-01037,2023-07-29,enterprise,East
CUST-01038,2023-03-31,consumer,North
CUST-01039,2024-09-27,enterprise,East
CUST-01040,2020-08-11,smb,West
CUST-01041,2019-07-14,smb,North
CUST-01042,2019-07-27,consumer,West
CUST-01043,2019-11-01,consumer,North
CUST-01044,2020-06-17,consumer,Central
CUST-01045,2023-12-31,enterprise,South
CUST-01046,2023-01-28,consumer,South
CUST-01047,2019-12-15,consumer,Central
CUST-01048,2023-01-06,consumer,West
CUST-01049,2023-07-17,smb,South
CUST-01050,2021-05-22,enterprise,Central
CUST-01051,2021-04-17,smb,North
CUST-01052,2024-01-23,smb,North
CUST-01053,2024-07-02,smb,North
CUST-01054,2023-09-04,smb,South
CUST-01055,2020-12-05,consumer,East
CUST-01056,2020-02-13,consumer,East
CUST-01057,2022-02-20,smb,North
CUST-01058,2019-01-16,smb,East
CUST-01059,2019-07-16,consumer,South
CUST-01060,2022-07-20,enterprise,North
CUST-01061,2020-11-22,consumer,Central
CUST-01062,2021-05-22,enterprise,West
CUST-01063,2019-04-22,consumer,North
CUST-01064,2024-02-24,consumer,West
CUST-01065,2021-03-09,enterprise,Central
CUST-01066,2020-03-05,consumer,East
CUST-01067,2020-04-07,consumer,South
CUST-01068,2019-05-19,consumer,Central
CUST-01069,2020-04-27,smb,South
CUST-01070,2023-05-04,consumer,West
CUST-01071,2023-11-09,consumer,South
CUST-01072,2024-02-03,consumer,North
CUST-01073,2024-06-02,consumer,East
CUST-01074,2023-01-23,consumer,Central
CUST-01075,2020-12-06,consumer,North
CUST-01076,2023-02-08,smb,South
CUST-01077,2023-05-21,consumer,Central
CUST-01078,2019-06-21,enterprise,West
CUST-01079,2023-10-13,consumer,West
CUST-01080,2022-09-12,consumer,Central
CUST-01081,2022-06-13,consumer,South
CUST-01082,2019-04-18,smb,West
CUST-01083,2020-06-09,consumer,West
CUST-01084,2022-09-30,enterprise,Central
CUST-01085,2024-01-14,consumer,Central
CUST-01086,2023-07-16,consumer,West
CUST-01087,2023-08-16,consumer,East
CUST-01088,2023-10-29,smb,East
CUST-01089,2023-09-09,consumer,North
CUST-01090,2019-04-17,consumer,South
CUST-01091,2022-12-03,consumer,West
CUST-01092,2019-07-05,smb,Central
CUST-01093,2024-05-25,consumer,West
CUST-01094,2021-09-12,consumer,Central
CUST-01095,2021-01-05,consumer,Central
CUST-01096,2020-07-17,smb,Central
CUST-01097,2022-09-15,consumer,North
CUST-01098,2019-09-15,smb,West
CUST-01099,2024-10-03,consumer,East
CUST-01100,2020-07-07,smb,East
CUST-01101,2019-07-20,smb,Central
CUST-01102,2024-07-08,consumer,South
CUST-01103,2022-06-28,consumer,Central
CUST-01104,2021-12-05,smb,North
CUST-01105,2021-06-10,consumer,Central
CUST-01106,2023-09-22,smb,Central
CUST-01107,2023-02-02,consumer,South
CUST-01108,2024-09-29,consumer,South
CUST-01109,2020-11-21,smb,East
CUST-01110,2020-11-24,consumer,Central
CUST-01111,2022-09-01,smb,West
CUST-01112,2024-01-25,consumer,East
CUST-01113,2019-06-08,consumer,East
CUST-01114,2020-11-19,consumer,East
CUST-01115,2024-07-21,consumer,West
CUST-01116,2022-09-03,consumer,West
CUST-01117,2024-10-05,smb,West
CUST-01118,2019-01-02,consumer,Central
CUST-01119,2023-01-04,smb,East
CUST-01120,2021-01-22,consumer,East
CUST-01121,2019-06-22,smb,South
CUST-01122,2019-01-14,enterprise,North
CUST-01123,2022-05-21,smb,North
CUST-01124,2023-02-24,consumer,North
CUST-01125,2020-02-05,enterprise,Central
CUST-01126,2024-12-28,consumer,North
CUST-01127,2021-08-16,consumer,North
CUST-01128,2022-08-08,consumer,North
CUST-01129,2019-07-09,consumer,East
CUST-01130,2023-07-06,consumer,North
CUST-01131,2020-06-04,consumer,East
CUST-01132,2024-06-19,consumer,South
CUST-01133,2020-11-12,enterprise,East
CUST-01134,2023-03-27,consumer,North
CUST-01135,2019-08-31,consumer,East
CUST-01136,2024-02-26,smb,North
CUST-01137,2020-03-22,consumer,Central
CUST-01138,2019-03-09,consumer,South
CUST-01139,2022-02-24,consumer,East
CUST-01140,2024-08-21,consumer,North
CUST-01141,2023-11-12,consumer,North
CUST-01142,2019-11-26,consumer,Central
CUST-01143,2019-10-08,enterprise,Central
CUST-01144,2019-09-25,consumer,East
CUST-01145,2021-11-01,smb,Central
CUST-01146,2020-09-22,consumer,Central
CUST-01147,2022-12-29,consumer,North
CUST-01148,2022-08-23,smb,North
CUST-01149,2019-12-15,smb,South
CUST-01150,2023-02-17,consumer,West
CUST-01151,2023-09-25,smb,West
CUST-01152,2020-11-16,enterprise,South
CUST-01153,2023-10-08,consumer,South
CUST-01154,2019-11-20,consumer,West
CUST-01155,2024-06-17,consumer,South
CUST-01156,2022-12-08,consumer,South
CUST-01157,2023-01-14,smb,North
CUST-01158,2019-10-13,consumer,East
CUST-01159,2020-06-09,consumer,North
CUST-01160,2020-04-04,consumer,South
CUST-01161,2023-09-20,consumer,Central
CUST-01162,2023-12-13,consumer,East
CUST-01163,2021-01-24,smb,Central
CUST-01164,2020-05-01,smb,South
CUST-01165,2021-02-14,consumer,North
CUST-01166,2021-08-27,consumer,Central
CUST-01167,2023-02-09,consumer,Central
CUST-01168,2023-09-10,smb,East
CUST-01169,2021-11-23,consumer,North
CUST-01170,2020-08-31,consumer,North
CUST-01171,2021-09-25,consumer,South
CUST-01172,2021-01-14,consumer,West
CUST-01173,2022-10-25,consumer,Central
CUST-01174,2020-03-20,consumer,West
CUST-01175,2021-03-27,consumer,East
CUST-01176,2020-11-22,consumer,North
CUST-01177,2020-11-05,consumer,Central
CUST-01178,2021-01-21,smb,South
CUST-01179,2022-11-30,enterprise,West
CUST-01180,2023-12-07,consumer,East
CUST-01181,2019-02-07,consumer,West
CUST-01182,2020-08-17,consumer,Central
CUST-01183,2020-03-24,consumer,East
CUST-01184,2022-11-24,smb,East
CUST-01185,2020-02-21,smb,North
CUST-01186,2022-12-25,consumer,West
CUST-01187,2020-09-09,smb,South
CUST-01188,2023-04-03,consumer,Central
CUST-01189,2020-08-08,consumer,East
CUST-01190,2020-03-19,enterprise,North
CUST-01191,2020-02-07,consumer,North
CUST-01192,2024-03-15,consumer,East
CUST-01193,2020-03-03,smb,East
CUST-01194,2023-01-10,consumer,East
CUST-01195,2019-01-24,consumer,Central
CUST-01196,2020-07-04,consumer,West
CUST-01197,2022-09-18,consumer,North
CUST-01198,2023-08-07,smb,North
CUST-01199,2020-02-25,consumer,East
CUST-01200,2019-07-04,smb,Central
CUST-01201,2023-03-04,consumer,East
CUST-01202,2020-03-24,consumer,West
CUST-01203,2020-09-07,consumer,South
CUST-01204,2020-04-13,consumer,Central
CUST-01205,2020-10-07,consumer,West
CUST-01206,2023-12-27,consumer,East
CUST-01207,2021-03-13,smb,West
CUST-01208,2022-05-16,smb,West
CUST-01209,2023-01-29,smb,East
CUST-01210,2023-08-17,consumer,Central
CUST-01211,2019-05-31,smb,South
CUST-01212,2024-08-22,consumer,North
CUST-01213,2023-04-11,consumer,Central
CUST-01214,2019-08-11,smb,North
CUST-01215,2023-11-08,enterprise,Central
CUST-01216,2024-04-20,consumer,South
CUST-01217,2020-06-27,smb,Central
CUST-01218,2023-01-29,consumer,East
CUST-01219,2023-05-23,consumer,East
CUST-01220,2023-09-03,smb,East
CUST-01221,2019-08-19,consumer,Central
CUST-01222,2024-11-05,smb,North
CUST-01223,2019-01-14,consumer,Central
CUST-01224,2019-03-21,smb,West
CUST-01225,2023-08-29,smb,East
CUST-01226,2019-11-15,smb,East
CUST-01227,2019-08-30,enterprise,North
CUST-01228,2019-09-25,consumer,West
CUST-01229,2024-07-12,consumer,West
CUST-01230,2019-05-29,enterprise,North
CUST-01231,2021-10-14,smb,West
CUST-01232,2024-08-13,consumer,North
CUST-01233,2021-12-18,consumer,South
CUST-01234,2021-08-16,consumer,South
CUST-01235,2021-01-14,consumer,South
CUST-01236,2023-09-16,smb,West
CUST-01237,2021-06-06,consumer,West
CUST-01238,2019-06-22,smb,South
CUST-01239,2021-10-29,consumer,North
CUST-01240,2020-04-23,smb,Central
CUST-01241,2024-04-18,enterprise,East
CUST-01242,2020-09-27,consumer,North
CUST-01243,2020-05-03,consumer,South
CUST-01244,2019-12-24,consumer,East
CUST-01245,2020-11-19,smb,Central
CUST-01246,2021-08-14,enterprise,West
CUST-01247,2022-04-25,consumer,East
CUST-01248,2024-10-23,consumer,East
CUST-01249,2022-09-01,smb,North
CUST-01250,2021-04-29,consumer,West
CUST-01251,2024-08-02,consumer,West
CUST-01252,2024-11-12,consumer,South
CUST-01253,2023-11-26,smb,South
CUST-01254,2021-03-16,consumer,East
CUST-01255,2021-01-19,smb,West
CUST-01256,2019-03-15,smb,North
CUST-01257,2019-08-29,consumer,North
CUST-01258,2024-07-23,consumer,West
CUST-01259,2020-04-11,smb,East
CUST-01260,2024-10-30,enterprise,Central
CUST-01261,2024-11-06,consumer,East
CUST-01262,2019-07-24,consumer,Central
CUST-01263,2021-01-11,consumer,East
CUST-01264,2023-03-06,smb,Central
CUST-01265,2021-06-11,consumer,West
CUST-01266,2022-03-01,consumer,East
CUST-01267,2020-11-22,smb,East
CUST-01268,2022-07-06,consumer,South
CUST-01269,2023-04-07,smb,South
CUST-01270,2021-05-01,consumer,North
CUST-01271,2022-08-19,consumer,East
CUST-01272,2022-08-08,enterprise,West
CUST-01273,2022-10-26,smb,West
CUST-01274,2021-02-15,smb,North
CUST-01275,2024-07-16,smb,South
CUST-01276,2020-10-03,enterprise,South
CUST-01277,2024-09-29,smb,Central
CUST-01278,2022-12-01,consumer,North
CUST-01279,2019-02-16,smb,Central
CUST-01280,2019-03-25,consumer,West
CUST-01281,2021-01-16,consumer,North
CUST-01282,2023-03-23,smb,West
CUST-01283,2019-12-10,smb,West
CUST-01284,2020-05-21,consumer,North
CUST-01285,2024-08-17,consumer,West
CUST-01286,2019-02-27,consumer,West
CUST-01287,2020-10-01,enterprise,North
CUST-01288,2023-02-10,enterprise,South
CUST-01289,2024-08-23,smb,West
CUST-01290,2024-12-14,consumer,East
CUST-01291,2024-06-16,smb,Central
CUST-01292,2024-10-14,consumer,Central
CUST-01293,2019-04-12,smb,North
CUST-01294,2020-05-22,consumer,North
CUST-01295,2023-04-02,consumer,East
CUST-01296,2020-01-02,consumer,North
CUST-01297,2022-09-06,smb,West
CUST-01298,2023-07-31,smb,East
CUST-01299,2021-10-18,smb,West
CUST-01300,2020-05-27,enterprise,East
CUST-01301,2024-08-21,consumer,South
CUST-01302,2022-11-14,smb,South
CUST-01303,2019-06-24,smb,North
CUST-01304,2019-02-28,smb,Central
CUST-01305,2021-10-28,smb,Central
CUST-01306,2021-05-27,smb,West
CUST-01307,2019-08-02,consumer,Central
CUST-01308,2023-05-30,consumer,Central
CUST-01309,2022-05-12,consumer,West
CUST-01310,2021-04-26,consumer,North
CUST-01311,2021-10-16,smb,East
CUST-01312,2021-10-12,enterprise,South
CUST-01313,2019-05-23,smb,South
CUST-01314,2023-01-26,consumer,North
CUST-01315,2020-08-27,smb,North
CUST-01316,2020-05-04,consumer,East
CUST-01317,2023-01-26,consumer,Central
CUST-01318,2022-03-20,smb,South
CUST-01319,2024-01-09,smb,North
CUST-01320,2020-09-21,consumer,South
CUST-01321,2024-01-13,consumer,East
CUST-01322,2019-12-14,smb,East
CUST-01323,2024-08-12,smb,North
CUST-01324,2020-07-03,consumer,West
CUST-01325,2021-06-21,consumer,South
CUST-01326,2024-05-27,consumer,North
CUST-01327,2024-08-28,consumer,Central
CUST-01328,2023-12-14,consumer,North
CUST-01329,2021-03-17,consumer,West
CUST-01330,2021-08-05,consumer,North
CUST-01331,2024-08-28,consumer,West
CUST-01332,2020-07-17,consumer,South
CUST-01333,2020-03-20,consumer,Central
CUST-01334,2020-09-22,consumer,East
CUST-01335,2024-03-23,smb,North
CUST-01336,2021-03-05,smb,South
CUST-01337,2024-09-30,consumer,East
CUST-01338,2024-10-27,smb,East
CUST-01339,2019-10-14,consumer,West
CUST-01340,2022-02-10,consumer,South
CUST-01341,2021-02-03,enterprise,Central
CUST-01342,2022-10-20,consumer,South
CUST-01343,2023-06-16,smb,North
CUST-01344,2020-08-15,consumer,East
CUST-01345,2020-06-29,consumer,West
CUST-01346,2023-01-27,consumer,North
CUST-01347,2023-07-01,consumer,East
CUST-01348,2021-10-10,smb,South
CUST-01349,2020-09-20,smb,North
CUST-01350,2022-11-25,consumer,South
CUST-01351,2021-10-15,consumer,West
CUST-01352,2024-11-13,consumer,North
CUST-01353,2024-08-24,consumer,South
CUST-01354,2022-05-15,consumer,Central
CUST-01355,2023-09-24,smb,West
CUST-01356,2024-08-30,enterprise,North
CUST-01357,2020-10-29,consumer,West
CUST-01358,2023-05-24,consumer,East
CUST-01359,2021-01-24,consumer,South
CUST-01360,2024-10-15,smb,South
CUST-01361,2021-04-15,smb,Central
CUST-01362,2024-09-12,smb,Central
CUST-01363,2020-04-15,smb,South
CUST-01364,2022-07-17,smb,South
CUST-01365,2024-03-28,consumer,West
CUST-01366,2023-02-13,smb,East
CUST-01367,2022-02-21,consumer,North
CUST-01368,2024-05-10,enterprise,South
CUST-01369,2020-04-13,consumer,North
CUST-01370,2021-03-06,consumer,North
CUST-01371,2019-03-11,consumer,South
CUST-01372,2022-03-28,consumer,North
CUST-01373,2023-07-24,consumer,South
CUST-01374,2021-05-07,smb,Central
CUST-01375,2020-08-24,consumer,South
CUST-01376,2019-06-18,smb,East
CUST-01377,2020-09-21,smb,South
CUST-01378,2020-02-29,consumer,East
CUST-01379,2020-12-27,consumer,South
CUST-01380,2021-11-27,consumer,Central
CUST-01381,2024-06-21,consumer,Central
CUST-01382,2020-01-19,consumer,East
CUST-01383,2020-11-21,smb,South
CUST-01384,2023-03-06,smb,East
CUST-01385,2020-05-21,smb,South
CUST-01386,2020-09-18,smb,Central
CUST-01387,2024-07-10,consumer,South
CUST-01388,2024-10-03,consumer,Central
CUST-01389,2020-01-18,smb,North
CUST-01390,2023-12-23,consumer,South
CUST-01391,2024-06-19,consumer,North
CUST-01392,2019-03-16,consumer,South
CUST-01393,2020-09-04,enterprise,North
CUST-01394,2022-02-25,consumer,East
CUST-01395,2020-04-15,smb,East
CUST-01396,2023-02-16,smb,North
