order_id,order_ts,customer_id,region,channel,sku,qty,unit_price,discount_pct,status
ORD-1006510,2025-07-18T21:10:00,CUST-00350,Central,web,SKU-0141,3,180.35,0.29,completed
ORD-1007515,2025-06-25T07:11:00,CUST-01573,South,partner,SKU-0103,3,217.37,0.00,completed
ORD-1000884,2025-10-29T23:51:00,CUST-01407,North,mobile,SKU-0112,2,174.94,0.25,completed
ORD-1001224,2025-11-16T03:04:00,CUST-01925,West,retail,SKU-0145,3,39.71,0.34,completed
ORD-1012474,2025-11-09T15:47:00,CUST-01696,South,partner,SKU-0062,8,50.61,0.17,completed
ORD-1001761,2025-06-18T21:22:00,CUST-01191,North,retail,SKU-0111,6,227.77,0.00,completed
ORD-1003405,2025-11-03T11:03:00,CUST-01581,North,retail,SKU-0020,-3,97.06,0.00,returned
ORD-1002474,2025-11-18T14:04:00,CUST-01705,North,mobile,SKU-0151,8,295.31,0.00,completed
ORD-1006199,09/11/2025 01:59,CUST-01330,North,partner,SKU-0093,-1,453.60,0.24,returned
ORD-1012762,2025-03-30T12:35:00,CUST-00778,South,partner,SKU-0167,8,333.75,0.08,completed
ORD-1008155,2025-04-09T12:16:00,CUST-00755,East,web,SKU-0095,4,86.02,0.11,completed
ORD-1005209,2025-12-30T09:31:00,CUST-00288,Central,web,SKU-0072,8,430.18,0.33,completed
ORD-1004284,2025-06-24T23:46:00,CUST-00651,East,web,SKU-0018,-4,507.08,0.15,returned
ORD-1006527,2025-07-16T07:39:00,CUST-02261,Central,retail,SKU-0036,5,273.20,0.20,completed
ORD-1011258,2025-03-15T11:24:00,CUST-01216,South,retail,SKU-0003,1.0,262.45,0.00,completed
ORD-1001990,29/10/2025 12:05,CUST-00314,East,web,SKU-0133,4 ,387.73,0.00,completed
ORD-1000331,2025-02-06T00:49:00,CUST-00383,West,partner,SKU-0012,4,502.62,0.00,completed
ORD-1001545,2025-03-23T00:02:00,CUST-01864,East,retail,SKU-0078,8,240.15,0.00,completed
ORD-1002881,2025-01-16T11:34:00,CUST-00821,Central,web,SKU-0109,4,14.76,0.26,completed
ORD-1002868,2025-06-23T06:00:00,CUST-01260,Central,retail,SKU-0070,3,209.30,0.24,cancelled
ORD-1001703,28/12/2025 20:02,CUST-00879,West,web,SKU-0120,2,98.04,0.11,completed
ORD-1002959,2025-03-21T06:55:00,CUST-00709,West,partner,SKU-0074,6,31.90,0.00,completed
ORD-1012519,2025-07-23T15:16:00,CUST-00675,East,mobile,SKU-0162,3,74.03,0.00,completed
ORD-1000168,2025-06-30T02:35:00,CUST-02013,West,retail,SKU-0129,4,244.75,0.31,completed
ORD-1007076,2025-01-28T05:15:00,CUST-01703,East,retail,SKU-0167,2,346.06,0.31,completed
ORD-1001410,2025-09-19T20:43:00,CUST-00557,North,partner,SKU-0102,7,236.47,0.19,completed
ORD-1012522,2025-08-03T15:53:00,CUST-01923,South,web,SKU-0053,4,69.47,0.32,completed
ORD-1009025,2025-10-28T15:57:00,CUST-02042,North,retail,SKU-0096,5,261.64,0.28,cancelled
ORD-1003873,2025-01-16T12:12:00,CUST-02173,East,web,SKU-0108,-4,284.18,0.00,returned
ORD-1011403,2025-09-10T09:36:00,CUST-00274,East,mobile,SKU-0097,2,175.88,,completed
ORD-1011736,2025-10-01T07:47:00,CUST-00741,North,mobile,SKU-0017,-1,336.98,0.30,returned
ORD-1003277,2025-07-05T15:34:00,CUST-00960,North,mobile,SKU-0021, 4,324.91,0.17,completed
ORD-1004291,2025-04-26T18:38:00,CUST-01709,West,mobile,SKU-0136,1,293.71,0.00,completed
ORD-1011035,2025-01-30T14:43:00,CUST-01039,East,partner,SKU-0010,6,134.25,0.00,completed
ORD-1000745,2025-11-23T19:00:00,CUST-01517,South,mobile,SKU-0071,4,134.39,0.00,completed
ORD-1000634,2025-03-15T23:08:00,CUST-00532,South,mobile,SKU-0089,5,211.61,0.00,completed
ORD-1002826,2025-01-29T05:37:00,CUST-02107,West,retail,SKU-0165,4,15.95,0.35,completed
ORD-1009010,2025-07-22T11:14:00,CUST-00339,South,retail,SKU-0145,5,34.38,0.00,completed
ORD-1005491,2025-08-19T09:07:00,CUST-01883,Central,web,SKU-0059,1,68.70,0.26,completed
ORD-1000023,2025-12-18T13:47:00,CUST-01254,East,web,SKU-0136,2,313.82,0.00,completed
ORD-1005144,2025-08-10T04:00:00,CUST-01766,Central,retail,SKU-0039,5,259.05,0.11,completed
ORD-1004499,2025-12-25T23:57:00,CUST-00308,West,partner,SKU-0046,1.0,429.45,0.00,completed
ORD-1008376,2025-02-01T11:05:00,CUST-01415,Central,partner,SKU-0046,2,453.36,0.25,cancelled
ORD-1002768,2025-01-30T03:45:00,CUST-01346,North,partner,SKU-0156,5,205.46,0.00,completed
ORD-1012307,2025-05-02T20:40:00,CUST-01216,South,partner,SKU-0144,3,143.61,,completed
ORD-1003115,2025-11-07T23:41:00,CUST-00397,South,mobile,SKU-0035,4,299.41,0.16,completed
ORD-1008665,2025-04-16T12:35:00,CUST-02378,North,mobile,SKU-0111,4,213.63,0.10,completed
ORD-1012787,2025-02-24T23:24:00,CUST-00896,West,retail,SKU-0015,7,200.29,0.00,completed
ORD-1010129,2025-01-26T13:39:00,CUST-00971,Central,web,SKU-0171,8,210.28,0.11,completed
ORD-1000068,2025-10-17T17:51:00,CUST-00403,East,web,SKU-0088,4,346.16,0.00,completed
ORD-1003418,2025-11-06T11:24:00,CUST-02322,Central,retail,SKU-0096,2,228.61,0.00,completed
ORD-1011238,14/10/2025 19:22,CUST-01541,Central,mobile,SKU-0078,6,244.36,0.00,completed
ORD-1005903,2025-12-16T15:48:00,CUST-00385,Central,retail,SKU-0011,-3,261.06,0.25,returned
ORD-1006049,2025-12-10T10:14:00,CUST-00814,East,web,SKU-0160,3,174.59,0.00,completed
ORD-1009645,26/08/2025 21:41,CUST-00135,Central,mobile,SKU-0025,6,386.59,0.00,completed
ORD-1005930,2025-07-25T06:39:00,CUST-02400,West,partner,SKU-0141,7,199.30,0.14,completed
ORD-1003679,04/05/2025 22:54,CUST-01369,North,mobile,SKU-0028, 6,237.79,0.13,completed
ORD-1005188,2025-10-19T13:57:00,CUST-00694,South,partner,SKU-0044,4,218.20,0.22,completed
ORD-1005382,2025-02-07T02:40:00,CUST-00489,South,web,SKU-0089,3,203.95,0.00,completed
ORD-1000197,2025-11-25T04:06:00,CUST-00606,South,web,SKU-0110,1,40.82,0.00,cancelled
ORD-1005834,2025-12-22T18:36:00,CUST-02183,West,partner,SKU-0098,1,267.13,0.00,completed
ORD-1011188,2025-03-14T18:49:00,CUST-01306,West,web,SKU-0013,4,61.15,0.00,completed
ORD-1003954,2025-11-26T16:50:00,CUST-00144,Central,mobile,SKU-0151,7 ,286.74,0.00,completed
ORD-1005288,2025-11-22T21:48:00,CUST-02168,West,mobile,SKU-0144,8,121.38,0.00,completed
ORD-1006057,2025-08-08T07:25:00,CUST-00387,West,partner,SKU-0055,-2,196.06,0.00,returned
ORD-1006810,2025-11-03T02:40:00,CUST-00193,East,retail,SKU-0101,4,426.86,0.00,completed
ORD-1005307,2025-11-18T05:11:00,CUST-01485,North,partner,SKU-0105,5,340.79,0.15,completed
ORD-1009543,2025-11-12T04:39:00,CUST-00075,South,web,SKU-0146,-4,388.33,0.00,returned
ORD-1010500,2025-06-07T07:27:00,CUST-01693,East,web,SKU-0101,7,398.94,0.17,completed
ORD-1010516,2025-02-11T05:20:00,CUST-01427,South,partner,SKU-0024,6,447.83,0.13,completed
ORD-1012191,2025-08-05T11:09:00,CUST-00938,South,retail,SKU-0106,1,76.54,0.00,completed
ORD-1002481,2025-01-11T20:45:00,CUST-00324,Central,mobile,SKU-0090,6,91.68,0.00,completed
ORD-1007730,2025-10-15T06:42:00,CUST-01324,West,mobile,SKU-0144,-4,122.58,0.00,returned
ORD-1001163,2025-02-22T16:07:00,CUST-00964,East,partner,SKU-0174,5,243.91,0.12,completed
ORD-1012415,2025-03-14T18:43:00,CUST-00989,West,retail,SKU-0009, -7,347.58,0.00,returned
ORD-1006012,2025-04-25T20:57:00,CUST-01134,North,partner,SKU-0063,3,71.03,0.25,completed
ORD-1005386,2025-02-22T19:42:00,CUST-00841,South,partner,SKU-0095,4,96.26,0.00,completed
ORD-1002813,2025-07-15T12:36:00,CUST-00177,West,web,SKU-0176,3,358.52,0.00,completed
ORD-1009046,2025-07-02T00:32:00,CUST-01129,East,partner,SKU-0119,5,384.81,0.00,completed
ORD-1010659,2025-11-06T13:27:00,CUST-00977,West,web,SKU-0108,8,300.20,0.00,completed
ORD-1004074,2025-05-30T05:20:00,CUST-01045,South,web,SKU-0072,2,456.41,0.00,completed
ORD-1005628,2025-04-01T21:34:00,CUST-00120,West,web,SKU-0025,3,382.23,0.00,completed
ORD-1000990,2025-09-27T09:28:00,CUST-00408,West,web,SKU-0096,3,271.46,0.24,completed
ORD-1000685,2025-01-12T07:11:00,CUST-00093,South,retail,SKU-0026,5,295.30,,completed
ORD-1003053,2025-12-17T17:25:00,CUST-02061,South,partner,SKU-0009,3,366.58,0.07,completed
ORD-1001330,2025-07-25T17:27:00,CUST-01522,Central,retail,SKU-0001,8,305.91,0.16,completed
ORD-1006040,2025-07-18T06:52:00,CUST-00812,South,retail,SKU-0028,3,237.56,0.00,cancelled
ORD-1000053,2025-12-14T15:39:00,CUST-00016,Central,partner,SKU-0026,7,333.57,0.09,completed
ORD-1001052,2025-12-25T08:24:00,CUST-02047,North,retail,SKU-0061,5 ,209.66,0.00,completed
ORD-1007822,2025-08-28T02:28:00,CUST-01129,West,mobile,SKU-0158,5,314.01,0.34,completed
ORD-1010886,2025-08-30T16:19:00,CUST-00156,West,partner,SKU-0171,4,213.50,0.32,completed
ORD-1006515,2025-10-27T17:29:00,CUST-01502,South,retail,SKU-0108,8,283.95,0.00,completed
ORD-1006630,2025-07-22T19:58:00,CUST-01418,Central,mobile,SKU-0014,1,396.53,0.00,completed
ORD-1002075,2025-09-05T14:05:00,CUST-00599,West,partner,SKU-0141,-7,205.96,0.00,returned
ORD-1011628,2025-01-28T17:14:00,CUST-00101,Central,retail,SKU-0115,6,308.52,0.00,completed
ORD-1009803,01/06/2025 08:52,CUST-00075,South,retail,SKU-0111,7,202.50,0.14,completed
ORD-1002653,2025-10-30T09:38:00,CUST-00178,South,retail,SKU-0133,5,419.33,0.00,completed
ORD-1001102,2025-12-14T17:48:00,CUST-00583,West,web,SKU-0100,5,400.56,0.00,completed
ORD-1002440,2025-10-03T15:46:00,CUST-00674,East,retail,SKU-0146,5,369.38,0.00,completed
ORD-1000089,2025-04-01T07:33:00,CUST-01263,East,retail,SKU-0097,1 ,196.99,0.20,completed
ORD-1006347,2025-03-12T21:48:00,CUST-01909,East,web,SKU-0136,2,287.28,,completed
ORD-1008904,2025-12-19T07:24:00,CUST-01176,North,retail,SKU-0093,8,490.16,0.32,completed
ORD-1011462,2025-12-02T10:09:00,CUST-01790,East,partner,SKU-0120,1,93.91,0.18,completed
ORD-1010527,2025-10-02T15:24:00,CUST-02160,North,partner,SKU-0022,3,260.90,0.23,completed
ORD-1011725,2025-07-28T20:58:00,CUST-01427,North,partner,SKU-0142,1,194.50,0.00,completed
ORD-1002829,2025-08-29T04:22:00,CUST-02173,East,partner,SKU-0085,2,26.90,0.29,completed
ORD-1006864,2025-11-30T15:10:00,CUST-02230,South,partner,SKU-0082,7,273.39,0.00,cancelled
ORD-1009994,2025-10-28T15:02:00,CUST-00445,North,retail,SKU-0099,2,270.45,0.14,completed
ORD-1011205,2025-02-11T10:01:00,CUST-02289,East,mobile,SKU-0113,3,22.06,0.34,completed
ORD-1006025,2025-07-17T15:12:00,CUST-01593,South,mobile,SKU-0082,8,252.65,0.21,completed
ORD-1011177,2025-10-01T03:19:00,CUST-01452,Central,mobile,SKU-0117,2,155.21,0.00,completed
ORD-1009054,2025-10-06T17:59:00,CUST-01088,East,mobile,SKU-0141,2,200.23,0.22,completed
ORD-1009806,2025-02-20T02:15:00,CUST-01229,West,partner,SKU-0072,7,491.97,0.16,completed
ORD-1006409,2025-02-02T09:46:00,CUST-01037,East,retail,SKU-0163,3,119.85,0.00,completed
ORD-1006623,2025-10-06T05:54:00,CUST-00115,West,mobile,SKU-0062,1,46.73,0.22,cancelled
ORD-1000877,2025-04-30T06:09:00,CUST-02107,West,web,SKU-0165,1,16.86,0.23,completed
ORD-1010782,2025-02-23T14:01:00,CUST-01506,West,mobile,SKU-0159,5,454.82,0.00,completed
ORD-1003646,2025-10-25T08:46:00,CUST-00832,East,mobile,SKU-0154,3.0,453.87,0.05,completed
ORD-1010643,11/01/2025 21:16,CUST-02055,East,mobile,SKU-0075,1,341.66,0.14,completed
ORD-1003815,2025-09-19T11:55:00,CUST-01930,North,partner,SKU-0148,2,419.30,0.00,completed
ORD-1007630,2025-06-07T15:04:00,CUST-01500,North,mobile,SKU-0087,6,246.02,0.13,completed
ORD-1002290,2025-12-23T15:42:00,CUST-00354,North,retail,SKU-0061,8,197.54,0.00,cancelled
ORD-1004623,2025-03-31T05:07:00,CUST-01749,East,partner,SKU-0110,3,40.47,0.08,completed
ORD-1004145,2025-06-13T07:32:00,CUST-01348,South,partner,SKU-0138,2,404.65,0.00,completed
ORD-1005702,2025-12-24T03:21:00,CUST-01415,Central,mobile,SKU-0137,6,370.78,0.00,completed
ORD-1002266,2025-12-01T17:43:00,CUST-01530,West,mobile,SKU-0061,2,219.99,0.24,completed
ORD-1008818,2025-11-02T01:31:00,CUST-02053,East,mobile,SKU-0006,5,364.62,0.00,completed
ORD-1011601,2025-07-28T03:28:00,CUST-00330,Central,partner,SKU-0115,-5,314.44,0.00,returned
ORD-1000683,2025-08-24T18:33:00,CUST-01809,North,retail,SKU-0043,5,493.88,0.27,completed
ORD-1000330,2025-04-07T05:51:00,CUST-00741,North,mobile,SKU-0066,-6,138.90,0.00,returned
ORD-1011977,2025-12-20T11:05:00,CUST-02011,Central,partner,SKU-0095,5,95.01,0.27,completed
ORD-1006100,02/07/2025 22:30,CUST-01709,West,web,SKU-0043,8,451.99,0.00,completed
ORD-1006157,2025-07-04T18:49:00,CUST-01057,East,mobile,SKU-0099,2.0,236.79,0.08,cancelled
ORD-1006139,2025-10-04T13:41:00,CUST-01524,Central,partner,SKU-0049,7,510.66,0.26,completed
ORD-1004802,2025-10-25T10:24:00,CUST-01169,North,web,SKU-0080,5,233.16,0.00,completed
ORD-1008536,2025-11-12T05:51:00,CUST-01908,North,partner,SKU-0144,7,129.15,0.00,completed
ORD-1000970,2025-11-22T22:46:00,CUST-01743,Central,partner,SKU-0111,4.0,217.14,0.13,completed
ORD-1002253,2025-10-26T22:04:00,CUST-01842,East,retail,SKU-0136,2.0,284.99,0.00,completed
ORD-1007762,2025-04-26T20:20:00,CUST-02034,Central,retail,SKU-0016,4,124.53,0.30,completed
ORD-1008100,2025-03-19T05:13:00,CUST-01282,West,web,SKU-0139,1,128.89,0.00,completed
ORD-1010529,2025-10-27T16:19:00,CUST-02072,East,retail,SKU-0149,2,71.29,0.08,completed
ORD-1004174,2025-04-16T05:01:00,CUST-02324,West,partner,SKU-0075,1,328.91,0.34,completed
ORD-1010490,2025-01-24T22:42:00,CUST-00564,Central,mobile,SKU-0072,1,459.21,0.21,completed
ORD-1007645,2025-03-31T02:37:00,CUST-01936,South,partner,SKU-0148,4,448.08,,completed
ORD-1001727,2025-11-02T05:47:00,CUST-00031,North,partner,SKU-0179,7,19.70,0.00,completed
ORD-1008197,2025-12-29T01:27:00,CUST-01528,East,mobile,SKU-0043,4.0,443.84,0.19,completed
ORD-1007763,29/04/2025 00:12,CUST-00586,North,mobile,SKU-0028,5 ,259.88,0.00,completed
ORD-1008604,2025-12-26T21:44:00,CUST-02009,East,retail,SKU-0014,6,425.32,0.00,completed
ORD-1000658,2025-11-06T16:13:00,CUST-00198,West,mobile,SKU-0067,2 ,16.89,0.00,completed
ORD-1005409,2025-04-08T08:06:00,CUST-02189,West,mobile,SKU-0102,6,276.57,0.00,completed
ORD-1012395,2025-05-17T20:09:00,CUST-01307,North,retail,SKU-0083,6,56.05,0.00,completed
ORD-1006123,2025-01-20T13:08:00,CUST-00600,North,web,SKU-0037,3,337.02,0.20,completed
ORD-1000546,22/01/2025 04:27,CUST-00980,East,web,SKU-0131,6,499.04,0.06,completed
ORD-1002764,2025-03-30T08:30:00,CUST-00629,South,retail,SKU-0175, 2,445.91,0.00,completed
ORD-1006582,2025-10-26T09:52:00,CUST-00074,Central,web,SKU-0058,-2,165.73,0.34,returned
ORD-1000846,2025-06-12T23:53:00,CUST-00790,West,web,SKU-0043,6,511.20,0.12,completed
ORD-1010408,2025-06-28T20:21:00,CUST-00365,North,retail,SKU-0095,3,87.92,0.11,completed
ORD-1007413,2025-10-10T10:22:00,CUST-01007,Central,mobile,SKU-0049,7,422.81,0.00,completed
ORD-1012136,2025-01-07T16:01:00,CUST-01748,East,mobile,SKU-0061,4,210.88,0.26,completed
ORD-1012091,2025-10-15T03:54:00,CUST-02138,North,web,SKU-0175,6,417.25,0.35,completed
ORD-1010503,2025-04-03T00:32:00,CUST-00431,South,mobile,SKU-0045,6,28.71,0.00,completed
ORD-1009395,2025-09-14T16:10:00,CUST-02061,South,retail,SKU-0136,4,333.55,0.35,completed
ORD-1006243,2025-12-30T23:37:00,CUST-00610,South,web,SKU-0114,2,179.73,0.00,completed
ORD-1000989,26/07/2025 22:47,CUST-00843,North,partner,SKU-0165,7,15.40,0.29,completed
ORD-1006606,2025-08-09T10:46:00,CUST-01037,East,retail,SKU-0163,8,118.17,0.25,completed
ORD-1001359,2025-12-18T21:20:00,CUST-01716,North,retail,SKU-0047,1,129.50,0.08,completed
ORD-1011383,2025-07-02T13:15:00,CUST-01998,North,web,SKU-0061,3,229.46,0.20,completed
ORD-1009698,2025-08-26T15:58:00,CUST-00435,West,partner,SKU-0018,2,426.24,0.31,completed
ORD-1002825,2025-10-23T12:20:00,CUST-01601,South,web,SKU-0150,6,27.37,0.24,completed
ORD-1001393,2025-09-01T08:25:00,CUST-01449,Central,retail,SKU-0016,5,109.15,0.30,completed
ORD-1000338,2025-02-25T08:47:00,CUST-01582,East,mobile,SKU-0158, 5,314.13,0.07,completed
ORD-1005323,2025-04-21T18:47:00,CUST-01370,South,mobile,SKU-0002,7,77.01,0.35,completed
ORD-1006933,2025-07-30T06:26:00,CUST-01137,Central,partner,SKU-0012,3,476.03,0.33,completed
ORD-1004671,2025-01-20T06:33:00,CUST-00030,East,retail,SKU-0177,7,197.46,0.00,completed
ORD-1008210,2025-12-23T01:42:00,CUST-01229,West,retail,SKU-0087,3,238.62,0.00,completed
ORD-1004241,2025-02-02T04:38:00,CUST-01830,East,retail,SKU-0146,3,395.89,0.23,completed
ORD-1001541,2025-10-18T11:14:00,CUST-02266,North,partner,SKU-0031,8,106.50,0.06,completed
ORD-1010149,2025-06-26T23:06:00,CUST-00027,Central,partner,SKU-0001,8,288.10,0.00,completed
ORD-1011877,2025-02-26T21:23:00,CUST-01675,East,web,SKU-0039,3,304.77,0.17,completed
ORD-1009194,2025-02-18T20:14:00,CUST-01714,East,mobile,SKU-0147,7,312.49,0.22,completed
ORD-1008735,2025-04-18T02:54:00,CUST-01241,East,retail,SKU-0026,7,322.90,0.00,completed
ORD-1000120,2025-02-16T18:50:00,CUST-01102,South,mobile,SKU-0126,8,237.71,0.26,completed
ORD-1006770,23/03/2025 22:11,CUST-00158,East,mobile,SKU-0003,7,271.59,,completed
ORD-1004117,2025-12-19T04:22:00,CUST-00492,East,mobile,SKU-0113,5,20.73,0.00,completed
ORD-1004279,2025-10-07T03:33:00,CUST-01368,South,web,SKU-0158,7,331.81,0.15,completed
ORD-1000868,2025-10-09T06:36:00,CUST-01634,West,partner,SKU-0149,1,80.16,0.00,completed
ORD-1002254,2025-08-25T09:08:00,CUST-01413,East,partner,SKU-0069,3,323.50,0.00,completed
ORD-1010420,2025-05-01T16:12:00,CUST-02321,North,web,SKU-0073,3,340.04,0.00,completed
ORD-1008166,2025-06-03T05:56:00,CUST-01971,East,mobile,SKU-0115,3,277.73,0.00,completed
ORD-1003456,2025-04-07T14:25:00,CUST-01661,Central,retail,SKU-0031,6,97.51,0.27,completed
ORD-1005440,2025-03-21T01:08:00,CUST-00479,West,mobile,SKU-0175,5,467.77,0.00,completed
ORD-1002187,2025-07-12T11:13:00,CUST-02313,Central,web,SKU-0152,4,373.53,0.14,completed
ORD-1008918,2025-09-19T23:30:00,CUST-01472,South,web,SKU-0174,4,270.38,0.00,completed
ORD-1003111,2025-12-25T23:59:00,CUST-00641,West,retail,SKU-0023,1,41.83,0.00,completed
ORD-1000160,2025-07-31T09:34:00,CUST-01220,East,web,SKU-0138,7,439.39,0.09,completed
ORD-1012224,2025-12-09T07:17:00,CUST-01554,North,partner,SKU-0012,8,464.18,,completed
ORD-1011954,2025-03-21T05:03:00,CUST-02141,East,retail,SKU-0015,2,200.91,0.30,completed
ORD-1010507,2025-07-01T21:19:00,CUST-00193,East,partner,SKU-0112,5,166.74,0.32,completed
ORD-1003437,2025-06-17T02:20:00,CUST-00494,South,mobile,SKU-0030,6,343.75,0.00,completed
ORD-1010066,2025-05-20T22:20:00,CUST-01970,North,retail,SKU-0134,6,179.00,0.00,completed
ORD-1011289,2025-07-05T17:51:00,CUST-00414,East,mobile,SKU-0042,3,381.37,0.00,completed
ORD-1006000,2025-03-12T03:23:00,CUST-00747,East,web,SKU-0037,8,361.56,0.23,completed
ORD-1005368,26/10/2025 06:23,CUST-00148,Central,retail,SKU-0090,-2,88.61,0.00,returned
ORD-1010033,2025-07-26T12:20:00,CUST-01457,West,retail,SKU-0172,-8,173.40,0.06,returned
ORD-1008042,2025-07-11T14:55:00,CUST-01321,East,retail,SKU-0094,8,117.11,0.00,completed
ORD-1006390,2025-01-15T00:11:00,CUST-01354,Central,retail,SKU-0064,4,152.74,0.13,completed
ORD-1007091,2025-10-15T21:20:00,CUST-01038,North,web,SKU-0134,8,182.93,0.00,completed
ORD-1002656,2025-06-17T01:50:00,CUST-01274,North,retail,SKU-0025,6,371.44,0.00,completed
ORD-1010424,2025-08-28T21:41:00,CUST-01348,South,web,SKU-0038,1,339.71,0.00,completed
ORD-1010606,2025-07-26T23:16:00,CUST-00326,Central,partner,SKU-0082,-2,276.20,0.31,returned
ORD-1012566,2025-03-22T17:48:00,CUST-00336,North,web,SKU-0154,3,452.04,0.00,completed
ORD-1003590,2025-01-19T06:06:00,CUST-01303,North,partner,SKU-0032,2,158.34,0.18,completed
ORD-1008785,2025-09-13T20:36:00,CUST-01736,West,retail,SKU-0002,1.0,77.29,0.00,completed
ORD-1004740,27/12/2025 08:43,CUST-02264,North,web,SKU-0166,1,163.89,0.28,completed
ORD-1008917,2025-04-12T05:34:00,CUST-00630,North,partner,SKU-0118,5,72.02,0.21,completed
ORD-1009299,12/09/2025 18:12,CUST-00952,South,retail,SKU-0081,1,208.33,0.00,completed
ORD-1011747,2025-02-21T04:17:00,CUST-00135,Central,mobile,SKU-0101,1,455.60,0.29,cancelled
ORD-1011700,2025-02-24T02:16:00,CUST-01953,South,partner,SKU-0017,2,351.41,0.15,completed
ORD-1012326,2025-10-08T11:07:00,CUST-00985,North,web,SKU-0056,6.0,302.69,0.00,completed
ORD-1003284,2025-08-18T19:19:00,CUST-00338,North,retail,SKU-0111, 5,201.20,0.00,completed
ORD-1003553,2025-06-13T17:07:00,CUST-01293,North,partner,SKU-0105,8,339.02,0.19,completed
ORD-1007809,2025-10-20T10:43:00,CUST-00074,Central,partner,SKU-0141,2,195.13,0.00,completed
ORD-1002311,2025-10-12T18:57:00,CUST-01586,North,retail,SKU-0180,4,189.15,0.18,completed
ORD-1000108,2025-02-20T10:11:00,CUST-02210,North,web,SKU-0117,4,141.02,0.00,completed
ORD-1008886,2025-10-20T01:50:00,CUST-01683,East,retail,SKU-0139,8,117.88,0.00,completed
ORD-1000880,2025-10-20T05:06:00,CUST-00030,East,retail,SKU-0073,7,331.70,0.00,completed
ORD-1009398,2025-04-23T10:55:00,CUST-01957,South,web,SKU-0161,6,402.76,0.19,completed
ORD-1001601,2025-07-13T11:04:00,CUST-01559,West,web,SKU-0035,1,284.60,0.09,completed
ORD-1007717,04/05/2025 06:03,CUST-00376,West,retail,SKU-0127,7,375.80,0.00,completed
ORD-1010147,2025-04-16T01:00:00,CUST-00108,South,web,SKU-0051,-6,408.17,0.00,returned
ORD-1001331,2025-09-03T15:05:00,CUST-01739,North,web,SKU-0175,8,419.68,0.08,completed
ORD-1010233,29/05/2025 20:54,CUST-01727,East,mobile,SKU-0170,1,343.58,0.00,completed
ORD-1009320,2025-02-28T09:29:00,CUST-00029,Central,web,SKU-0123,6,330.30,0.00,completed
ORD-1007009,2025-07-20T01:00:00,CUST-02021,West,web,SKU-0020,8,91.04,0.16,completed
ORD-1000452,2025-11-26T03:25:00,CUST-01953,South,partner,SKU-0135,7,76.17,0.00,completed
ORD-1004025,2025-09-17T06:48:00,CUST-02049,Central,retail,SKU-0179,7,19.71,0.00,cancelled
ORD-1001066,2025-11-21T18:08:00,CUST-00041,North,partner,SKU-0110,4,41.29,0.18,completed
ORD-1001130,2025-09-18T20:25:00,CUST-01164,South,partner,SKU-0150,7,26.77,0.23,completed
ORD-1000298,2025-03-07T14:46:00,CUST-00242,East,web,SKU-0121,5,312.60,0.31,completed
ORD-1009088,2025-01-23T11:25:00,CUST-01611,West,retail,SKU-0174,-1.0,264.67,0.00,returned
ORD-1008505,2025-04-29T08:43:00,CUST-00397,South,partner,SKU-0172,4,188.11,0.18,completed
ORD-1009464,14/08/2025 02:02,CUST-01094,Central,partner,SKU-0170,-4,343.16,0.00,returned
ORD-1010144,2025-10-08T14:54:00,CUST-00341,North,mobile,SKU-0039,1,296.08,0.29,completed
ORD-1005991,2025-07-30T03:16:00,CUST-01156,South,web,SKU-0073,1,353.41,0.00,completed
ORD-1012002,2025-07-04T03:46:00,CUST-01715,East,retail,SKU-0035,3,289.77,0.13,cancelled
ORD-1002526,2025-01-22T15:30:00,CUST-00055,South,web,SKU-0036,7,302.90,0.00,cancelled
ORD-1012504,2025-01-16T16:53:00,CUST-01819,South,partner,SKU-0017,2,309.24,0.00,completed
ORD-1002245,2025-09-23T15:52:00,CUST-00181,North,mobile,SKU-0012,4,429.78,0.34,completed
ORD-1001015,26/07/2025 21:47,CUST-02053,East,mobile,SKU-0160,-3,162.96,0.05,returned
ORD-1001073,2025-05-31T20:33:00,CUST-01191,North,web,SKU-0102,2,276.49,0.00,completed
ORD-1003652,2025-01-05T02:30:00,CUST-01886,East,web,SKU-0177,5,216.83,0.00,completed
ORD-1001624,2025-06-24T13:29:00,CUST-02381,West,partner,SKU-0034,7,442.88,0.00,completed
ORD-1004400,2025-07-06T15:17:00,CUST-01106,Central,mobile,SKU-0022,4,259.61,0.00,completed
ORD-1004729,2025-03-20T11:21:00,CUST-02373,Central,partner,SKU-0046,3,451.08,0.00,completed
ORD-1004128,2025-02-10T10:36:00,CUST-02245,East,retail,SKU-0131,1,480.42,0.00,completed
ORD-1002451,2025-01-20T10:02:00,CUST-01167,Central,web,SKU-0169,5,301.95,0.00,completed
ORD-1012116,2025-04-10T19:57:00,CUST-00634,East,retail,SKU-0130,7,179.24,0.00,completed
ORD-1000812,2025-11-19T19:26:00,CUST-00585,South,mobile,SKU-0019,4,152.24,0.12,completed
ORD-1001794,2025-04-27T22:24:00,CUST-00371,East,partner,SKU-0089,-6,215.88,0.11,returned
ORD-1011176,2025-02-17T14:24:00,CUST-00693,South,mobile,SKU-0013,4,58.79,0.00,completed
ORD-1009500,2025-07-26T16:21:00,CUST-00830,West,web,SKU-0114,2,154.13,0.00,completed
ORD-1012774,2025-11-06T07:21:00,CUST-01559,West,partner,SKU-0054,1,111.76,0.00,completed
